hh_id,survey_year,region,milieu,weight_hh,weight_pop,hh_size,hh_size_class,n_children_0_14,n_working_age_15_59,n_elderly_60_plus,n_female,head_sex,head_age,head_marital_status,head_education,head_csp,expenditure_pc,expenditure_total,consumption_pc,consumption_total,expenditure_bracket,quintile,decile,poverty_line,extreme_poverty_line,poor,extreme_poor,food_share,share_alcohol_02,share_clothing_03,share_housing_04,share_furniture_05,share_health_06,share_transport_07,share_communication_08,share_recreation_09,share_education_10,share_restaurants_11,share_other_12
3337,2021,Grand Tunis,rural,96.90182495117188,290.7054748535156,3,3-4 persons,0,1,2,2,male,65,married,secondary,retired,7644.256019195556,22932.76805758667,7434.30602432251,22302.918072967528,"above 5,000 DT",5,9,2223.527,1346.526125,not poor,not extremely poor,0.36234221605318695,0.0,0.24628514031133,0.12878986324069705,0.06233438528240904,0.025836392640662717,0.08660097178794288,0.026473036239909424,0.008950075256533373,0.0,0.052387919187328595,0.0
3338,2021,Grand Tunis,rural,96.90182495117188,290.7054748535156,3,3-4 persons,0,2,1,1,male,67,married,primary,retired,4174.956423156738,12524.869269470215,4129.2097572021485,12387.629271606445,"3,000-4,500 DT",3,5,2223.527,1346.526125,not poor,not extremely poor,0.36660821828539253,0.0,0.013173790217410853,0.2019461600367605,0.03474686971283153,0.11692736832362542,0.11177761396591027,0.08641607176857355,0.00041916605237216347,0.0,0.06798474163712329,0.0
3339,2021,Grand Tunis,rural,96.90182495117188,387.6072998046875,4,3-4 persons,1,2,1,2,male,45,married,primary,retired,5143.40075,20573.603,5010.90075,20043.603,"above 5,000 DT",4,7,2223.527,1346.526125,not poor,not extremely poor,0.21663876830616022,0.0017692574368514153,0.04909203327527279,0.11467281373452433,0.03172997952682978,0.5701179339191278,0.0,0.0118477060503443,0.00034024181477911833,0.0,0.0037912659361101757,0.0
3340,2021,Grand Tunis,rural,96.90182495117188,387.6072998046875,4,3-4 persons,0,0,4,4,female,90,widowed,none,other inactive,2033.8548125,8135.41925,2033.8548125,8135.41925,"2,000-3,000 DT",1,1,2223.527,1346.526125,poor,not extremely poor,0.6323033738573413,0.0,0.06244300241842947,0.20570128581343,0.030717532095207726,0.038811767743344695,0.0,0.025966701300970917,0.0008604350726948943,0.0,0.003195901698581036,0.0
3341,2021,Grand Tunis,rural,96.90182495117188,290.7054748535156,3,3-4 persons,0,1,2,2,male,65,married,primary,retired,2832.2630990905764,8496.789297271729,2814.529765533447,8443.589296600341,"2,000-3,000 DT",2,3,2223.527,1346.526125,not poor,not extremely poor,0.5095465951267018,0.08720941330286476,0.07473411261446575,0.16537613873805432,0.062430994613869834,0.02129039523142812,0.012239917656542422,0.02677481987368655,0.0006178804586235358,0.0,0.039779732383762874,0.0
3342,2021,Grand Tunis,urban,106.66544342041016,639.99267578125,6,5-6 persons,4,2,0,3,male,38,married,secondary,non-agricultural workers,6369.03158177185,38214.1894906311,2497.964999008179,14987.789994049073,"above 5,000 DT",4,8,2682.9965,1529.232875,poor,not extremely poor,0.09243398852625165,0.0034018776794693287,0.02410099494454809,0.11154233545183087,0.01074731663813887,0.008939087810051713,0.6706932686522992,0.009839276980618981,0.018841168686291664,0.005743939620334751,0.04371674501016508,0.0
3343,2021,Grand Tunis,urban,106.66544342041016,533.3272094726562,5,5-6 persons,3,2,0,3,male,46,married,primary,non-agricultural workers,3299.499375,16497.496875,3262.099375,16310.496874999999,"3,000-4,500 DT",2,4,2682.9965,1529.232875,not poor,not extremely poor,0.21810642272137434,0.0,0.023033797536586874,0.3730163941387047,0.012911049671823695,0.14596153807395051,0.017335963409115383,0.10331567424009341,0.0013941509035302582,0.1001970192841529,0.004727990020667832,0.0
3344,2021,Grand Tunis,urban,106.66544342041016,533.3272094726562,5,5-6 persons,1,4,0,3,male,49,married,secondary,mid-level managers and professionals,4743.639125,23718.195625,4663.239125,23316.195625,"above 5,000 DT",3,6,2682.9965,1529.232875,not poor,not extremely poor,0.27824924392830996,0.0,0.06885009407202745,0.32463538739363945,0.02398158818626406,0.12281709983577219,0.06485147623872,0.09445912477585444,0.011383665278289903,0.008853961883114369,0.0019183584080081134,0.0
3345,2021,Grand Tunis,urban,106.66544342041016,426.6617736816406,4,3-4 persons,0,4,0,2,female,53,widowed,none,other inactive,4636.098,18544.392,4636.098,18544.392,"above 5,000 DT",3,6,2682.9965,1529.232875,not poor,not extremely poor,0.2656840946847974,0.030494394208232873,0.050311706094219755,0.36024545857313633,0.006066524046730678,0.09692957310220794,0.06028776785995464,0.051438731450456826,4.853219237384542e-07,0.0,0.07816379205098771,0.00037747260735213105
3346,2021,Grand Tunis,urban,106.66544342041016,426.6617736816406,4,3-4 persons,0,3,1,3,male,67,married,none,retired,5035.731125,20142.9245,4986.806125,19947.2245,"above 5,000 DT",4,7,2682.9965,1529.232875,not poor,not extremely poor,0.3167464605049434,0.0,0.16655972775055408,0.2791870867558673,0.03352939163283732,0.04659700759066172,0.06751750513882371,0.05862604545473303,0.0014893567310034642,0.0,0.029250966196908038,0.0004964522436678214
3347,2021,Grand Tunis,urban,106.66544342041016,426.6617736816406,4,3-4 persons,2,2,0,2,male,42,married,secondary,other employees,4558.3075,18233.23,4165.8075,16663.23,"above 5,000 DT",3,6,2682.9965,1529.232875,not poor,not extremely poor,0.3702388428632816,0.0,0.1538948387302509,0.20201303059711231,0.13199910228467782,0.0580922851502028,0.02366558193588855,0.027244212808001475,0.0034003848899770337,0.0,0.028574202059323137,0.0008775186812843957
3348,2021,Grand Tunis,urban,106.66544342041016,213.3308868408203,2,1-2 persons,0,0,2,1,male,83,married,none,other employees,5085.1925,10170.385,5085.1925,10170.385,"above 5,000 DT",4,7,2682.9965,1529.232875,not poor,not extremely poor,0.31235002027516634,0.0,0.07757818315655968,0.5153212056952465,0.02834700913059082,0.01396210647431112,0.009340845880701101,0.019207728871525897,0.0003932987739242569,0.0,0.023499601741974352,0.0
3349,2021,Grand Tunis,urban,106.66544342041016,533.3272094726562,5,5-6 persons,1,4,0,1,male,56,married,secondary,non-agricultural workers,8490.53775,42452.68875,7721.33775,38606.68875,"above 5,000 DT",5,9,2682.9965,1529.232875,not poor,not extremely poor,0.18797442905214315,0.0,0.22900787206610201,0.16939937783034376,0.07161407351718618,0.03219348475136203,0.11693016631723209,0.04155684919759485,0.05497884935221992,0.04145791553552145,0.05488698238029462,0.0
3350,2021,Grand Tunis,urban,106.66544342041016,426.6617736816406,4,3-4 persons,2,2,0,2,male,40,married,primary,other employees,3377.6251875,13510.50075,3281.6251875,13126.50075,"3,000-4,500 DT",2,4,2682.9965,1529.232875,not poor,not extremely poor,0.2833100010962306,0.0,0.26549718991033144,0.28330488007955185,0.030938897513944397,0.023411419338900986,0.007401650122953205,0.01998445533197365,0.0007401650122953205,0.07502312564625369,0.010388215947564823,0.0
3351,2021,Grand Tunis,urban,106.66544342041016,426.6617736816406,4,3-4 persons,2,2,0,1,male,37,married,primary,other employees,6209.4425,24837.77,5658.6675,22634.67,"above 5,000 DT",4,8,2682.9965,1529.232875,not poor,not extremely poor,0.2657895616232858,0.0,0.0102666221645502,0.19152282994809922,0.017521701827499007,0.17000721079227324,0.22928789500828778,0.08239064940210011,0.0030195947542794705,0.028100348783324753,0.002093585696300433,0.0
3352,2021,Grand Tunis,urban,106.66544342041016,533.3272094726562,5,5-6 persons,2,3,0,2,male,49,married,higher,non-agricultural workers,4305.81594921875,21529.079746093747,4267.89594921875,21339.479746093748,"3,000-4,500 DT",3,5,2682.9965,1529.232875,not poor,not extremely poor,0.2180223666198093,0.0244552947428821,0.1274555152411557,0.32184185691027056,0.02954143866376641,0.020418893768225966,0.08676636387408122,0.08891229856946802,0.0009289760586090066,0.05341612337001788,0.0282408721817138,0.0
3353,2021,Grand Tunis,urban,106.66544342041016,533.3272094726562,5,5-6 persons,3,2,0,3,male,33,married,primary,"own-account workers and artisans in industry, trade and services",2246.514,11232.57,1998.314,9991.57,"2,000-3,000 DT",1,2,2682.9965,1529.232875,poor,not extremely poor,0.4259862168675557,0.0,0.09303302806036375,0.2817698888144031,0.058579648290640524,0.01404843237122048,0.017805364222079186,0.043169105556430984,0.0007789846847159644,0.018481968062518193,0.046347363070072124,0.0
3354,2021,Grand Tunis,urban,106.66544342041016,533.3272094726562,5,5-6 persons,0,3,2,3,male,64,married,higher,retired,8471.374375,42356.871875,8435.844375,42179.221875,"above 5,000 DT",5,9,2682.9965,1529.232875,not poor,not extremely poor,0.16234697406361828,0.02578094057559302,0.12045270953908022,0.13222265326863608,0.013046289159407238,0.14367916497705496,0.09438846192419496,0.029939061600205038,0.23769458235726187,0.0,0.04044916253494828,0.0
3355,2021,Grand Tunis,urban,106.66544342041016,213.3308868408203,2,1-2 persons,0,0,2,1,male,70,married,primary,retired,4410.48975,8820.9795,4363.48975,8726.9795,"3,000-4,500 DT",3,6,2682.9965,1529.232875,not poor,not extremely poor,0.3145750468325973,0.0,0.06269145142400925,0.43467048408102643,0.0651288225010729,0.1010942166498377,0.01886411847550658,0.0018421990698736894,0.0003967813381266408,0.0,0.0007368796279494758,0.0
3356,2021,Grand Tunis,urban,106.66544342041016,426.6617736816406,4,3-4 persons,0,2,2,1,male,82,married,primary,retired,3717.69725,14870.789,3708.81725,14835.269,"3,000-4,500 DT",2,4,2682.9965,1529.232875,not poor,not extremely poor,0.24554917594844336,0.07867773492601109,0.22829992314000655,0.2326661381557069,0.034049975281868136,0.03927834612844708,0.020940381757230644,0.04017944155409541,0.0004707214910103228,0.0,0.0798881616171805,0.0
3357,2021,Grand Tunis,urban,106.66544342041016,639.99267578125,6,5-6 persons,2,2,2,2,male,63,married,primary,other employees,3001.3224996948243,18007.934998168945,2979.6891662292483,17878.13499737549,"3,000-4,500 DT",2,3,2682.9965,1529.232875,not poor,not extremely poor,0.29509146939946196,0.05197708676758329,0.1447417485680618,0.2641912023782849,0.03783332181063514,0.0994006253354424,0.017792156624288125,0.029598563077887607,0.002637726091303639,0.0,0.056736099947051116,0.0
3358,2021,Grand Tunis,urban,106.66544342041016,426.6617736816406,4,3-4 persons,0,4,0,2,female,58,married,none,other inactive,5813.0115625,23252.04625,5706.6115625,22826.44625,"above 5,000 DT",4,8,2682.9965,1529.232875,not poor,not extremely poor,0.30958909691657777,0.0,0.262674516226717,0.17739497873224808,0.043316617779392205,0.051044969859373124,0.058532482920723584,0.03473457739230154,0.0005676919724860773,0.0,0.06214506820018044,0.0
3359,2021,Grand Tunis,urban,106.66544342041016,533.3272094726562,5,5-6 persons,0,4,1,3,male,61,married,none,other inactive,6422.646099999904,32113.23049999952,6347.898099999905,31739.490499999523,"above 5,000 DT",4,8,2682.9965,1529.232875,not poor,not extremely poor,0.24930970429773486,0.0,0.23920981727453425,0.17748194159413513,0.03220790882437069,0.12587970556247835,0.03777259344867219,0.05926840652172941,0.0006965353423412198,0.0,0.07786198900169823,0.000311398132305624
3360,2021,Grand Tunis,urban,106.66544342041016,533.3272094726562,5,5-6 persons,2,2,1,3,male,44,married,primary,other employees,4497.76925,22488.846250000002,4384.68925,21923.44625,"3,000-4,500 DT",3,6,2682.9965,1529.232875,not poor,not extremely poor,0.4097764686349794,0.0,0.16835012156303927,0.2049325340556321,0.058095465880113786,0.05020266435411287,0.034799473094356714,0.02382069733790812,0.0023900737015354885,0.0,0.04763250137832215,0.0
3361,2021,Grand Tunis,urban,106.66544342041016,426.6617736816406,4,3-4 persons,0,2,2,1,male,64,married,none,farm operators,5220.6753125,20882.70125,5053.5753125,20214.30125,"above 5,000 DT",4,7,2682.9965,1529.232875,not poor,not extremely poor,0.2886733813690848,0.0,0.24225793034600254,0.18638974212450804,0.05504077191929143,0.05204786410220798,0.029881191645761133,0.07179147838994406,0.00033520567551334604,0.0,0.07358243442768679,0.0
3362,2021,Grand Tunis,urban,106.66544342041016,213.3308868408203,2,1-2 persons,0,0,2,1,male,68,married,none,retired,7189.546,14379.092,7172.546,14345.092,"above 5,000 DT",5,9,2682.9965,1529.232875,not poor,not extremely poor,0.3183316387722598,0.0,0.01432635638038973,0.4917461496917513,0.03381298287449266,0.07789086964095387,0.027400895212978418,0.02469968158108173,0.0005042042900865318,0.0,0.010939494459394683,0.0003477270966114012
3363,2021,Grand Tunis,urban,106.66544342041016,746.6580810546875,7,7-8 persons,2,2,3,3,male,65,married,primary,retired,2304.067511162877,16128.47257814014,2296.567511071324,16075.97257749927,"2,000-3,000 DT",1,2,2682.9965,1529.232875,poor,not extremely poor,0.33126943542208726,0.02950062370483076,0.0943363355769729,0.224437221099064,0.010744972862646428,0.10310337780320107,0.051585790084949956,0.06256407704385801,0.00992034424710576,5.580193638996991e-07,0.08253726413591994,0.0
3364,2021,Grand Tunis,urban,106.66544342041016,533.3272094726562,5,5-6 persons,3,2,0,3,male,50,married,primary,non-agricultural workers,2550.0434375,12750.2171875,2514.3634375,12571.8171875,"2,000-3,000 DT",1,2,2682.9965,1529.232875,poor,not extremely poor,0.33101475354770304,0.0,0.10344921820571928,0.27474098174062966,0.0387679670652669,0.06855569494588266,0.01905849888096269,0.01927025997964005,0.008627304020188872,0.08941024166377558,0.04710507995023124,0.0
3365,2021,Grand Tunis,urban,106.66544342041016,426.6617736816406,4,3-4 persons,0,4,0,1,male,50,married,primary,retired,5047.797125,20191.1885,5033.472125,20133.8885,"above 5,000 DT",4,7,2682.9965,1529.232875,not poor,not extremely poor,0.25396647494297775,0.0,0.09583388258797962,0.37138802297727525,0.04421483135938956,0.048749977937467756,0.11722935404948205,0.04158091014812655,0.0010895841947987346,0.0,0.025946961802502597,0.0
3366,2021,Grand Tunis,urban,106.66544342041016,213.3308868408203,2,1-2 persons,0,2,0,1,male,46,married,primary,non-agricultural workers,5656.473375,11312.94675,5530.748375,11061.49675,"above 5,000 DT",4,7,2682.9965,1529.232875,not poor,not extremely poor,0.4393921528413461,0.0775659979879137,0.056572351808848745,0.31062876760330355,0.038274731770674225,0.04680036197686714,0.00459650358446896,0.015972849956029635,0.001348013070445224,0.0,0.008848269400102748,0.0
3367,2021,Grand Tunis,urban,106.66544342041016,533.3272094726562,5,5-6 persons,1,4,0,2,male,54,married,primary,"own-account workers and artisans in industry, trade and services",4949.529625,24747.648125,4939.455625,24697.278124999997,"above 5,000 DT",3,6,2682.9965,1529.232875,not poor,not extremely poor,0.18657651547467485,0.010506048738863254,0.07588599819840458,0.14858863837400874,0.007960352313677158,0.10570701346487027,0.0,0.02333555056420588,0.4041434098483307,0.0,0.03729647302296455,0.0
3368,2021,Grand Tunis,urban,106.66544342041016,426.6617736816406,4,3-4 persons,0,3,1,2,female,64,widowed,primary,other inactive,3500.469375,14001.8775,3484.269375,13937.0775,"3,000-4,500 DT",2,4,2682.9965,1529.232875,not poor,not extremely poor,0.3099084362980211,0.09878675110903207,0.14919427636406013,0.34227035497319597,0.011148504806333072,0.029546037401537422,0.007427575271355794,0.02465026543181204,0.0006427709369442514,0.0,0.025996513449745278,0.00042851395796283427
3369,2021,Grand Tunis,urban,106.66544342041016,319.996337890625,3,3-4 persons,1,2,0,1,male,34,married,secondary,non-agricultural workers,2965.8663387756346,8897.599016326903,2913.959673248291,8741.879019744872,"2,000-3,000 DT",2,3,2682.9965,1529.232875,not poor,not extremely poor,0.4432486786603892,0.0,0.07339058548266784,0.34138423185850475,0.023770457625703293,0.0666022373001975,0.01168854653935292,0.010958012380643362,0.012728152842131905,0.0,0.01622909731040925,0.0
3370,2021,Grand Tunis,urban,106.66544342041016,639.99267578125,6,5-6 persons,0,6,0,3,male,56,married,higher,other employees,4226.187364006042,25357.124184036253,4226.187364006042,25357.124184036253,"3,000-4,500 DT",3,5,2682.9965,1529.232875,not poor,not extremely poor,0.3101739740854091,0.0,0.32188192633870927,0.14834664266000114,0.022037593636037016,0.04909468391314128,0.0438535533066215,0.07552315401065243,0.0006112680541840227,0.009204513796551671,0.019174098577049797,9.859162164258431e-05
3371,2021,Grand Tunis,urban,106.66544342041016,426.6617736816406,4,3-4 persons,2,2,0,2,male,40,married,secondary,senior managers and professionals,4252.352125,17009.4085,4252.352125,17009.4085,"3,000-4,500 DT",3,5,2682.9965,1529.232875,not poor,not extremely poor,0.4477380873052481,0.0,0.10082655174644428,0.242774371176599,0.02198783110972021,0.033069933152988285,0.049619597477550424,0.02407491133537547,0.0004115369459038542,0.022611015627803193,0.05688616412236705,0.0
3372,2021,Grand Tunis,urban,106.66544342041016,213.3308868408203,2,1-2 persons,0,2,0,1,male,53,married,none,non-agricultural workers,4933.642125,9867.28425,4933.642125,9867.28425,"above 5,000 DT",3,6,2682.9965,1529.232875,not poor,not extremely poor,0.5681441679355694,0.0,0.014755833146288451,0.30896487551780016,0.020836533618660065,0.02837660220440087,0.0015201751180929036,0.04980093686872352,0.00035470752755501086,0.0,0.007246168062909508,0.0
3373,2021,Grand Tunis,urban,106.66544342041016,426.6617736816406,4,3-4 persons,2,2,0,1,male,36,married,secondary,"own-account workers and artisans in industry, trade and services",2114.3285,8457.314,2114.3285,8457.314,"2,000-3,000 DT",1,2,2682.9965,1529.232875,poor,not extremely poor,0.4753991598618134,0.0,0.04611393134012516,0.35352926950618374,0.030158038133043494,0.03336756775431621,0.0,0.0348160181617945,0.0008276859471304516,0.004729633983602581,0.021058695311990495,0.0
3374,2021,Grand Tunis,urban,106.66544342041016,319.996337890625,3,3-4 persons,1,2,0,1,male,33,married,primary,other employees,3919.610003311157,11758.83000993347,3838.510005706787,11515.530017120362,"3,000-4,500 DT",3,5,2682.9965,1529.232875,not poor,not extremely poor,0.4328177208106589,0.0,0.04770882817423162,0.25733852772767357,0.0444942226394973,0.13515375254170695,0.017688834688485165,0.03609627828619004,0.0008716853632546775,0.0021260618615967747,0.025704087906705003,0.0
